timestamp,PM2.5,humidity,temperature
2022-02-27 02:00:00,0.2,75.0,
2022-02-27 03:00:00,0.3,75.0,
2022-02-27 04:00:00,0.1,75.0,
2022-02-27 05:00:00,0.1,75.0,
2022-02-27 06:00:00,0.3,75.0,
2022-02-27 07:00:00,0.3,75.0,
2022-02-27 08:00:00,0.5,75.0,
2022-02-27 09:00:00,0.6,75.0,
2022-02-27 10:00:00,1.6,75.0,
2022-02-27 11:00:00,1.3,75.0,
2022-02-27 12:00:00,2.5,75.0,
2022-02-27 13:00:00,2.6,75.0,
2022-02-27 14:00:00,2.1,75.0,
2022-02-27 15:00:00,3.1,75.0,
2022-02-27 16:00:00,1.8,75.0,
2022-02-27 17:00:00,1.1,75.0,
2022-02-27 18:00:00,1.1,75.0,
2022-02-27 19:00:00,0.1,75.0,
2022-02-27 20:00:00,0.1,75.0,
2022-02-27 21:00:00,1.0,75.0,
2022-02-27 22:00:00,1.2,75.0,
2022-02-27 23:00:00,1.5,75.0,
2022-02-28 00:00:00,0.7,75.0,
2022-02-28 01:00:00,0.4,75.0,
2022-02-28 02:00:00,0.2,75.0,
2022-02-28 03:00:00,1.0,75.0,
2022-02-28 04:00:00,0.7,75.0,
2022-02-28 05:00:00,0.5,75.0,
2022-02-28 06:00:00,0.0,75.0,
2022-02-28 07:00:00,0.5,75.0,
2022-02-28 08:00:00,1.4,75.0,
2022-02-28 09:00:00,1.2,75.0,
2022-02-28 10:00:00,2.3,75.0,
2022-02-28 11:00:00,2.0,75.0,
2022-02-28 12:00:00,3.1,75.0,
2022-02-28 13:00:00,2.2,75.0,
2022-02-28 14:00:00,2.4,75.0,
2022-02-28 15:00:00,2.2,75.0,
2022-02-28 16:00:00,2.0,75.0,
2022-02-28 17:00:00,0.9,75.0,
2022-02-28 18:00:00,1.2,75.0,
2022-02-28 19:00:00,1.1,75.0,
2022-02-28 20:00:00,1.6,75.0,
2022-02-28 21:00:00,2.1,75.0,
2022-02-28 22:00:00,1.0,75.0,
2022-02-28 23:00:00,1.8,75.0,
2022-03-01 00:00:00,1.3,75.0,
2022-03-01 01:00:00,0.8,75.0,
2022-03-01 02:00:00,0.6,75.0,
2022-03-01 03:00:00,0.4,75.0,
2022-03-01 04:00:00,0.2,75.0,
2022-03-01 05:00:00,0.2,75.0,
2022-03-01 06:00:00,0.9,75.0,
2022-03-01 07:00:00,0.6,75.0,
2022-03-01 08:00:00,0.2,75.0,
2022-03-01 09:00:00,0.2,75.0,
2022-03-01 10:00:00,0.6,75.0,
2022-03-01 11:00:00,0.8,75.0,
2022-03-01 12:00:00,0.9,75.0,
2022-03-01 13:00:00,0.9,75.0,
2022-03-01 14:00:00,0.9,75.0,
2022-03-01 15:00:00,0.5,75.0,
2022-03-01 16:00:00,0.7,75.0,
2022-03-01 17:00:00,0.8,75.0,
2022-03-01 18:00:00,0.6,75.0,
2022-03-01 19:00:00,0.4,75.0,
2022-03-01 20:00:00,0.5,75.0,
2022-03-01 21:00:00,0.3,75.0,
2022-03-01 22:00:00,0.4,75.0,
2022-03-01 23:00:00,0.1,75.0,
2022-03-02 00:00:00,0.0,75.0,
2022-03-02 01:00:00,0.0,75.0,
2022-03-02 02:00:00,0.1,75.0,
2022-03-02 03:00:00,0.1,75.0,
2022-03-02 04:00:00,0.2,75.0,
2022-03-02 05:00:00,0.1,75.0,
2022-03-02 06:00:00,0.2,75.0,
2022-03-02 07:00:00,0.3,75.0,
2022-03-02 08:00:00,0.3,75.0,
2022-03-02 09:00:00,0.3,75.0,
2022-03-02 10:00:00,1.5,75.0,
2022-03-02 11:00:00,1.4,75.0,
2022-03-02 12:00:00,1.9,75.0,
2022-03-02 13:00:00,1.4,75.0,
2022-03-02 14:00:00,1.7,75.0,
2022-03-02 15:00:00,1.3,75.0,
2022-03-02 16:00:00,1.4,75.0,
2022-03-02 17:00:00,0.8,75.0,
2022-03-02 18:00:00,0.6,75.0,
2022-03-02 19:00:00,0.3,75.0,
2022-03-02 20:00:00,0.5,75.0,
2022-03-02 21:00:00,0.5,75.0,
2022-03-02 22:00:00,1.7,75.0,
2022-03-02 23:00:00,1.5,75.0,
2022-03-03 00:00:00,1.0,75.0,
2022-03-03 01:00:00,1.1,75.0,
2022-03-03 02:00:00,0.8,75.0,
2022-03-03 03:00:00,0.6,75.0,
2022-03-03 04:00:00,0.6,75.0,
2022-03-03 05:00:00,1.0,75.0,
2022-03-03 06:00:00,1.4,75.0,
2022-03-03 07:00:00,0.9,75.0,
